ImageFile	TimePoint01	TimePoint02	TimePoint03	TimePoint04	TimePoint05	TimePoint06	TimePoint07	TimePoint08	
Plate19-replicate3_A01_Field10.tif	0	90	195	301	403	507	612	717	
Plate19-replicate3_A01_Field11.tif	0	90	195	301	403	507	612	717	
Plate19-replicate3_A01_Field12.tif	0	90	195	301	403	507	612	717	
Plate19-replicate3_A01_Field13.tif	0	90	195	301	403	508	613	717	
Plate19-replicate3_A01_Field14.tif	0	90	195	301	403	508	613	717	
Plate19-replicate3_A01_Field15.tif	0	90	195	301	403	508	613	717	
Plate19-replicate3_A01_Field16.tif	0	90	195	301	403	508	613	717	
Plate19-replicate3_A01_Field17.tif	0	90	195	301	403	508	613	717	
Plate19-replicate3_A01_Field18.tif	0	90	195	302	403	508	613	717	
Plate19-replicate3_A01_Field19.tif	0	90	195	302	403	508	613	718	
Plate19-replicate3_A01_Field01.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field20.tif	0	90	195	302	403	508	613	718	
Plate19-replicate3_A01_Field21.tif	0	90	195	302	403	508	613	718	
Plate19-replicate3_A01_Field22.tif	0	90	195	302	403	508	613	718	
Plate19-replicate3_A01_Field23.tif	0	90	195	302	403	508	613	718	
Plate19-replicate3_A01_Field24.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field25.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field26.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field27.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field28.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field29.tif	0	90	196	302	403	508	613	718	
Plate19-replicate3_A01_Field02.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field30.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field03.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field04.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field05.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field06.tif	0	90	196	302	404	508	613	718	
Plate19-replicate3_A01_Field07.tif	0	91	196	302	404	508	613	718	
Plate19-replicate3_A01_Field08.tif	0	90	195	301	403	507	612	717	
Plate19-replicate3_A01_Field09.tif	0	90	195	301	403	507	612	717	
Plate19-replicate3_A02_Field10.tif	0	93	200	305	407	512	617	722	
Plate19-replicate3_A02_Field11.tif	0	93	200	305	407	512	617	722	
Plate19-replicate3_A02_Field12.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A02_Field13.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A02_Field14.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A02_Field15.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A02_Field16.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A02_Field17.tif	0	94	200	305	408	512	617	722	
Plate19-replicate3_A02_Field18.tif	0	94	200	305	408	512	617	722	
Plate19-replicate3_A02_Field19.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field01.tif	0	93	199	305	407	512	616	721	
Plate19-replicate3_A02_Field20.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field21.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field22.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field23.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field24.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field25.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field26.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field27.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A02_Field28.tif	0	94	200	306	408	513	617	722	
Plate19-replicate3_A02_Field29.tif	0	94	200	306	408	513	617	722	
Plate19-replicate3_A02_Field02.tif	0	93	199	305	407	512	616	721	
Plate19-replicate3_A02_Field30.tif	0	94	200	306	408	513	617	722	
Plate19-replicate3_A02_Field03.tif	0	93	199	305	407	512	617	721	
Plate19-replicate3_A02_Field04.tif	0	93	199	305	407	512	617	721	
Plate19-replicate3_A02_Field05.tif	0	93	199	305	407	512	617	721	
Plate19-replicate3_A02_Field06.tif	0	93	199	305	407	512	617	722	
Plate19-replicate3_A02_Field07.tif	0	93	199	305	407	512	617	722	
Plate19-replicate3_A02_Field08.tif	0	93	199	305	407	512	617	722	
Plate19-replicate3_A02_Field09.tif	0	93	199	305	407	512	617	722	
Plate19-replicate3_A03_Field10.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A03_Field11.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A03_Field12.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A03_Field13.tif	0	94	200	305	407	512	617	722	
Plate19-replicate3_A03_Field14.tif	0	94	200	305	408	512	617	722	
Plate19-replicate3_A03_Field15.tif	0	94	200	305	408	512	617	722	
Plate19-replicate3_A03_Field16.tif	0	94	200	305	408	512	617	722	
Plate19-replicate3_A03_Field17.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field18.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field19.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field01.tif	0	93	199	305	407	512	617	721	
Plate19-replicate3_A03_Field20.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field21.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field22.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field23.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field24.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field25.tif	0	94	200	306	408	512	617	722	
Plate19-replicate3_A03_Field26.tif	0	94	200	306	408	513	617	722	
Plate19-replicate3_A03_Field27.tif	0	94	200	306	408	513	618	722	
Plate19-replicate3_A03_Field28.tif	0	94	200	306	408	513	618	722	
Plate19-replicate3_A03_Field29.tif	0	94	200	306	408	513	618	722	
Plate19-replicate3_A03_Field02.tif	0	93	199	305	407	512	617	721	
