ImageFile	TimePoint01	TimePoint02	TimePoint03	TimePoint04	TimePoint05	TimePoint06	TimePoint07	TimePoint08	
Plate9-replicate1_A03_Field07.tif	0	92	187	281	374	466	559	652	
Plate9-replicate1_A03_Field08.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_A03_Field09.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_A04_Field10.tif	0	95	190	284	377	469	562	655	
Plate9-replicate1_A04_Field11.tif	0	95	190	284	377	469	562	655	
Plate9-replicate1_A04_Field12.tif	0	95	190	285	377	469	562	655	
Plate9-replicate1_A04_Field13.tif	0	95	190	285	377	469	562	655	
Plate9-replicate1_A04_Field14.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field15.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field16.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field17.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field18.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field19.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field01.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field20.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A04_Field21.tif	0	95	190	285	378	470	562	656	
Plate9-replicate1_A04_Field22.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A04_Field23.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A04_Field24.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A04_Field25.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A04_Field26.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A04_Field27.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A04_Field28.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field02.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field03.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field04.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field05.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field06.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field07.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field08.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A04_Field09.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field10.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field11.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field12.tif	0	96	191	286	378	470	563	656	
Plate9-replicate1_A05_Field13.tif	0	96	191	286	378	470	563	656	
Plate9-replicate1_A05_Field14.tif	0	96	191	286	378	470	563	657	
Plate9-replicate1_A05_Field15.tif	0	96	191	286	378	470	563	657	
Plate9-replicate1_A05_Field16.tif	0	96	191	286	378	470	563	657	
Plate9-replicate1_A05_Field17.tif	0	96	191	286	378	470	563	657	
Plate9-replicate1_A05_Field18.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A05_Field19.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A05_Field01.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field20.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A05_Field21.tif	0	95	190	285	377	469	562	656	
Plate9-replicate1_A05_Field22.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A05_Field23.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A05_Field24.tif	0	95	191	285	378	470	562	656	
Plate9-replicate1_A05_Field25.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A05_Field26.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A05_Field27.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A05_Field28.tif	0	96	191	285	378	470	562	656	
Plate9-replicate1_A05_Field02.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field03.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field04.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field05.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field06.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field07.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field08.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A05_Field09.tif	0	96	191	285	378	470	563	656	
Plate9-replicate1_A06_Field10.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field11.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field12.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field13.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field14.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field15.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field16.tif	0	98	193	287	380	472	565	659	
Plate9-replicate1_A06_Field17.tif	0	98	194	287	380	472	565	659	
Plate9-replicate1_A06_Field18.tif	0	98	194	287	380	472	565	659	
Plate9-replicate1_A06_Field19.tif	0	98	194	288	380	472	565	659	
Plate9-replicate1_A06_Field01.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field20.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A06_Field21.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A06_Field22.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A06_Field23.tif	0	99	194	288	380	473	565	659	
Plate9-replicate1_A06_Field24.tif	0	99	194	288	380	473	565	659	
Plate9-replicate1_A06_Field25.tif	0	99	194	288	380	473	565	659	
Plate9-replicate1_A06_Field26.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field27.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field28.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field02.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field03.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A06_Field04.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A06_Field05.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A06_Field06.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A06_Field07.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A06_Field08.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A06_Field09.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field10.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field11.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field12.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field13.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field14.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field15.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field16.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field17.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A07_Field18.tif	0	99	195	288	381	473	566	660	
Plate9-replicate1_A07_Field19.tif	0	98	194	287	380	472	565	659	
Plate9-replicate1_A07_Field01.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field20.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A07_Field21.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A07_Field22.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A07_Field23.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A07_Field24.tif	0	99	194	288	380	472	565	659	
Plate9-replicate1_A07_Field25.tif	0	99	194	288	380	473	565	659	
Plate9-replicate1_A07_Field26.tif	0	99	194	288	380	473	565	659	
Plate9-replicate1_A07_Field27.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field28.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field02.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field03.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field04.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field05.tif	0	99	194	288	380	473	566	659	
Plate9-replicate1_A07_Field06.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A07_Field07.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A07_Field08.tif	0	99	194	288	381	473	566	659	
Plate9-replicate1_A07_Field09.tif	0	99	194	288	381	473	566	660	
Plate9-replicate1_A08_Field10.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A08_Field11.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A08_Field12.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A08_Field13.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A08_Field14.tif	0	101	196	290	382	475	568	662	
Plate9-replicate1_A08_Field15.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field16.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field17.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field18.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field19.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field01.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A08_Field20.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field21.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field22.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field23.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A08_Field24.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A08_Field25.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A08_Field26.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A08_Field27.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A08_Field28.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A08_Field02.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A08_Field03.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A08_Field04.tif	0	101	196	289	382	474	568	661	
Plate9-replicate1_A08_Field05.tif	0	101	196	289	382	475	568	661	
Plate9-replicate1_A08_Field06.tif	0	101	196	289	382	475	568	661	
Plate9-replicate1_A08_Field07.tif	0	101	196	289	382	475	568	661	
Plate9-replicate1_A08_Field08.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A08_Field09.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A09_Field10.tif	0	102	197	291	383	476	569	662	
Plate9-replicate1_A09_Field11.tif	0	102	197	291	383	476	569	662	
Plate9-replicate1_A09_Field12.tif	0	102	197	291	383	476	569	662	
Plate9-replicate1_A09_Field13.tif	0	102	197	291	383	476	569	662	
Plate9-replicate1_A09_Field14.tif	0	102	197	291	383	476	569	662	
Plate9-replicate1_A09_Field15.tif	0	101	196	290	382	475	568	661	
Plate9-replicate1_A09_Field16.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field17.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field18.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field19.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field01.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field20.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field21.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field22.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field23.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field24.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field25.tif	0	102	196	290	382	475	568	662	
Plate9-replicate1_A09_Field26.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A09_Field27.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A09_Field28.tif	0	102	197	290	382	475	568	662	
Plate9-replicate1_A09_Field02.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field03.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field04.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field05.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field06.tif	0	102	197	290	383	475	568	662	
Plate9-replicate1_A09_Field07.tif	0	102	197	290	383	475	569	662	
Plate9-replicate1_A09_Field08.tif	0	102	197	290	383	476	569	662	
Plate9-replicate1_A09_Field09.tif	0	102	197	290	383	476	569	662	
Plate9-replicate1_A10_Field10.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A10_Field11.tif	0	105	199	293	385	478	571	664	
Plate9-replicate1_A10_Field12.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field13.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field14.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field15.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field16.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field17.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field18.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field19.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field01.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A10_Field20.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field21.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field22.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field23.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field24.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A10_Field25.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A10_Field26.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A10_Field27.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A10_Field28.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A10_Field02.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A10_Field03.tif	0	105	199	292	385	477	570	664	
Plate9-replicate1_A10_Field04.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A10_Field05.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A10_Field06.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A10_Field07.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A10_Field08.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A10_Field09.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A11_Field10.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A11_Field11.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A11_Field12.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A11_Field13.tif	0	105	199	293	385	477	571	664	
Plate9-replicate1_A11_Field14.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field15.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field16.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field17.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field18.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field19.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field01.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A11_Field20.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field21.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field22.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field23.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field24.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field25.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field26.tif	0	105	200	293	385	478	571	665	
Plate9-replicate1_A11_Field27.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A11_Field28.tif	0	106	200	293	385	478	571	665	
Plate9-replicate1_A11_Field02.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A11_Field03.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A11_Field04.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A11_Field05.tif	0	105	199	292	384	477	570	664	
Plate9-replicate1_A11_Field06.tif	0	105	199	292	385	477	570	664	
Plate9-replicate1_A11_Field07.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A11_Field08.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A11_Field09.tif	0	105	199	292	385	477	571	664	
Plate9-replicate1_A12_Field10.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field11.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field12.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field13.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field14.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field15.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field16.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field17.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_A12_Field18.tif	0	107	202	295	386	479	572	666	
Plate9-replicate1_A12_Field19.tif	0	107	202	295	386	479	572	666	
Plate9-replicate1_A12_Field01.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field20.tif	0	107	202	295	386	479	572	666	
Plate9-replicate1_A12_Field21.tif	0	107	202	295	386	479	572	666	
Plate9-replicate1_A12_Field22.tif	0	107	202	295	387	479	572	666	
Plate9-replicate1_A12_Field23.tif	0	107	202	295	387	479	572	666	
Plate9-replicate1_A12_Field24.tif	0	107	202	295	387	479	572	666	
Plate9-replicate1_A12_Field25.tif	0	107	202	295	387	479	573	666	
Plate9-replicate1_A12_Field26.tif	0	108	202	295	387	479	573	666	
Plate9-replicate1_A12_Field27.tif	0	108	202	295	387	479	573	666	
Plate9-replicate1_A12_Field28.tif	0	774	882	976	1069	1161	1253	1347	
Plate9-replicate1_A12_Field02.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field03.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field04.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field05.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field06.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field07.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field08.tif	0	107	201	294	386	479	572	666	
Plate9-replicate1_A12_Field09.tif	0	107	202	294	386	479	572	666	
Plate9-replicate1_B01_Field10.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field11.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field12.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field13.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field14.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field15.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field16.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field17.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field18.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B01_Field19.tif	0	90	184	279	372	463	556	649	
Plate9-replicate1_B01_Field01.tif	0	90	184	278	371	463	555	649	
Plate9-replicate1_B01_Field20.tif	0	90	184	279	372	463	556	649	
Plate9-replicate1_B01_Field21.tif	0	90	184	279	372	463	556	649	
Plate9-replicate1_B01_Field22.tif	0	90	184	279	372	464	556	649	
Plate9-replicate1_B01_Field23.tif	0	90	184	279	372	464	556	650	
Plate9-replicate1_B01_Field24.tif	0	90	184	279	372	464	556	650	
Plate9-replicate1_B01_Field25.tif	0	91	185	279	372	464	556	650	
Plate9-replicate1_B01_Field26.tif	0	91	185	279	372	464	556	650	
Plate9-replicate1_B01_Field27.tif	0	91	185	279	372	464	556	650	
Plate9-replicate1_B01_Field28.tif	0	91	185	279	372	464	556	650	
Plate9-replicate1_B01_Field02.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field03.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field04.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field05.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field06.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field07.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field08.tif	0	90	184	278	371	463	556	649	
Plate9-replicate1_B01_Field09.tif	0	90	184	279	371	463	556	649	
Plate9-replicate1_B02_Field10.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field11.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field12.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field13.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field14.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field15.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field16.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field17.tif	0	92	187	282	374	466	559	652	
Plate9-replicate1_B02_Field18.tif	0	92	187	282	375	466	559	652	
Plate9-replicate1_B02_Field19.tif	0	93	187	282	375	466	559	653	
